"","Nom.du.campement.coded","Tranche.d.age","MY.REFERENCE","Sexe","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....1","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.morts","Lieu.de.naissance.coded","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","median","max"
"60","Bonga1","Adulte","M261","F",1,"4","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16986.2100617771,46200.1960374823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91569.6988834075,0,0,0,0,0,0,0,0,0,0,0,0,46200.1960374823,91569.6988834075
"61","Bete2","Adulte","M262","F",1,"5","2","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46378.5853212635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46378.5853212635,46378.5853212635
"62","Bete2","Adulte","M263","F",1,"5","8","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51962.4091224245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51962.4091224245,51962.4091224245
"63","Bete2","Personne âgée","M264","F",1,"1","5","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"64","Bete2","Adulte","M265","M",1,"4","4","Bangui",0,97133.0683554762,88223.0148626041,80606.0770603322,236348.85363608,105496.311696709,110421.530590876,0,128521.316006794,0,0,0,0,42542.6426042964,0,0,0,0,0,0,17174.6250603686,46378.5853212635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128848.963596744,145394.653343856,0,0,0,0,0,0,162803.755937329,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105496.311696709,236348.85363608
"65","Bete2","Adulte","M266","F",1,"4","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17174.6250603686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91679.2167088814,0,0,0,0,0,0,0,0,0,0,0,0,54426.920884625,91679.2167088814
"66","Bete2","Adulte","M267","M",1,"10","3","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,42542.6426042964,0,0,0,0,0,0,0,46378.5853212635,0,0,0,0,0,0,0,0,0,0,51962.4091224245,0,0,0,0,0,145394.653343856,0,0,0,0,0,0,162803.755937329,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51962.4091224245,162803.755937329
"67","Bete3","Adulte","M268","F",1,"3","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46327.0918961585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,16336.240150809,0,0,0,0,0,0,0,0,0,0,31331.6660234837,46327.0918961585
"68","Bete2","Personne âgée","M269","F",1,"2","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"69","Payo","Enfant","M270","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"70","Mboule","Adulte","M271","M",1,"4","Aucun","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20830.8944805252,0,0,0,0,0,0,0,0,0,20830.8944805252,47313.7964735886
"71","Mboule","Adulte","M272","M",1,"4","1","Mboule",0,96209.9488584473,87332.4181569947,79763.1730657268,0,0,0,0,127584.265225484,0,0,0,0,41660.8331498184,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,54464.6829016138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162783.362082754,0,0,0,0,128273.276799324,124305.871964981,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87332.4181569947,162783.362082754
"72","Mboule","Adolescent","M273","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,47313.7964735886,47313.7964735886
"73","Mboule","Adolescent","M274","M",0,"","","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162783.362082754,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105048.579278171,162783.362082754
"74","Mboule","Personne âgée","M275","M",1,"3","2","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"75","Mboule","Personne âgée","M277","F",1,"7","4","",0,96209.9488584473,87332.4181569947,79763.1730657268,235683.496777527,104554.373083505,109479.299643353,0,127584.265225484,0,0,0,0,41660.8331498184,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91771.183507721,235683.496777527
"76","Mboule","Adulte","M279","F",1,"3","3","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,18101.5448824699
"77","Mboule","Adulte","M278","M",1,"3","1","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91262.0127581066,0,0,0,0,0,0,0,0,0,0,0,0,54681.7788202883,91262.0127581066
"78","Mboule","Adulte","M280","F",1,"1","2","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91262.0127581066,0,0,0,0,0,0,0,0,0,0,0,0,47313.7964735886,91262.0127581066
"79","Mboule","Adulte","M281","F",1,"2","2","Mboule",0,0,0,79763.1730657268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,54464.6829016138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91262.0127581066,0,0,0,0,0,0,0,0,0,0,0,0,54464.6829016138,91262.0127581066
"80","Mboule","Adulte","M282","M",1,"4","3","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91262.0127581066,0,0,0,0,0,0,0,0,0,0,0,0,54681.7788202883,91262.0127581066
"81","Mboule","Adulte","M283","F",1,"2","2","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,18101.5448824699
"82","Mboule","Adulte","M284","F",1,"3","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115279.51520256,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47313.7964735886,115279.51520256
"83","Mboule","Adolescent","M285","M",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32707.6706780292,47313.7964735886
"84","Mboule","Adulte","M286","F",1,"2","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,18101.5448824699
"85","Mboule","Adolescent","M287","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20830.8944805252,0,0,0,0,0,0,0,0,0,20830.8944805252,47313.7964735886
"86","Goumakoungou2","Personne âgée","M288","M",1,"6","0","Mboule",0,88486.2929668108,79944.1468619161,72855.8543454831,0,0,0,0,0,0,0,0,0,34444.0837164417,0,7603.19022978003,0,0,0,0,25941.248316406,55191.4663033573,0,0,48147.1832035047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162613.589052307,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55191.4663033573,162613.589052307
"87","Goumakoungou2","Personne âgée","M373","F",1,"1","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55191.4663033573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,55191.4663033573,55191.4663033573
"88","Goumakoungou2","Adulte","M289","F",1,"7","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603.19022978003,0,0,0,0,25941.248316406,55191.4663033573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,87865.5209012988,0,0,0,0,0,0,0,0,0,0,0,0,40566.3573098816,87865.5209012988
"89","Goumakoungou2","Personne âgée","M290","F",1,"3","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603.19022978003,0,0,0,0,25941.248316406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16772.219273093,25941.248316406
"90","Goumakoungou2","Adulte","M291","M",1,"1","4","Mboule",0,88486.2929668108,0,0,0,0,0,0,119657.20404164,0,0,0,0,0,0,7603.19022978003,0,0,0,0,25941.248316406,55191.4663033573,0,0,0,0,0,0,0,0,0,0,45960.5443919484,0,0,0,0,0,0,0,0,0,0,0,0,162613.589052307,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55191.4663033573,162613.589052307
"91","Goumakoungou2","","M293","M",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603.19022978003,0,0,0,0,0,55191.4663033573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28783.5331570299,0,0,0,0,0,0,0,0,0,28783.5331570299,55191.4663033573
"92","Goumakoungou2","Adolescent","M294","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603.19022978003,0,0,0,0,0,55191.4663033573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28783.5331570299,0,0,0,0,0,0,0,0,0,28783.5331570299,55191.4663033573
"93","Goumakoungou2","Adolescent","M295","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603.19022978003,0,0,0,0,0,55191.4663033573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28783.5331570299,0,0,0,0,0,0,0,0,0,28783.5331570299,55191.4663033573
"94","Keke","Adulte","M296","M",1,"7","1","Djoube",0,84126.3555966069,76334.188362013,70092.134560394,0,0,0,0,113957.712040218,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,73474.4781655671,0,0,60318.7114715386,0,0,46458.2785981672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159480.715769916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71783.3063629806,159480.715769916
"95","Keke","Adulte","M297","F",1,"6","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337.5114844658,0,0,0,0,0,0,0,13339.2020776609,31564.1086582054
"96","Mboule","Adolescent","M298","M",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101.5448824699,47313.7964735886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162783.362082754,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47313.7964735886,162783.362082754
"97","Keke","Enfant","M501","M",0,"","","Djoube",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"98","Keke","Enfant","M502","F",0,"","","Djoube",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"99","Keke","Adulte","M299","M",1,"3","0","Djoube",0,84126.3555966069,76334.188362013,70092.134560394,0,0,0,0,113957.712040218,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,0,60318.7114715386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70092.134560394,113957.712040218
"100","Keke","Adulte","M300","F",1,"3","0","Djoube",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339.2020776609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11337.5114844658,0,0,0,0,0,0,0,12338.3567810634,13339.2020776609
"101","Keke","Adulte","M301","M",1,"8","2","Mboule",80694.790852385,84126.3555966069,76334.188362013,70092.134560394,0,0,0,0,0,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,31146.9309921936,0,0,0,46458.2785981672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159480.715769916,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70092.134560394,159480.715769916
"102","Keke","","M302","F",0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"103","Keke","Adulte","M303","F",1,"3","2","Moumbelou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339.2020776609,0,0,0,0,0,60318.7114715386,0,0,0,0,0,0,0,0,0,0,40077.5884604152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34472.6100974573,0,0,0,0,0,0,0,0,0,37275.0992789362,60318.7114715386
"104","Keke","Personne âgée","M503","F",0,"","","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"105","Keke","Adulte","M304","F",1,"1","1","Bobate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339.2020776609,0,0,0,0,31146.9309921936,60318.7114715386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,82832.6981882526,0,0,0,0,0,0,0,0,0,0,0,0,45732.8212318661,82832.6981882526
"106","Keke","Adulte","M305","M",1,"1","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339.2020776609,0,0,0,0,0,60318.7114715386,0,0,0,0,0,0,0,0,0,0,40077.5884604152,0,0,0,0,0,149065.759045713,0,0,0,0,0,0,159480.715769916,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60318.7114715386,159480.715769916
"107","Keke","Adulte","M306","M",1,"5","2","",80694.790852385,84126.3555966069,76334.188362013,70092.134560394,0,0,0,0,113957.712040218,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,0,60318.7114715386,0,0,46458.2785981672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70092.134560394,113957.712040218
"108","Keke","Adulte","M307","F",1,"4","2","Mafoueté",0,0,0,0,0,0,0,0,0,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,0,60318.7114715386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34472.6100974573,0,0,0,0,0,0,0,0,0,33018.3593778313,60318.7114715386
"109","Keke","Adulte","M308","M",1,"2","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60318.7114715386,0,0,0,0,234837.753031167,0,0,0,0,0,40077.5884604152,0,0,0,0,0,0,0,0,0,0,0,0,159480.715769916,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109899.713620727,234837.753031167
"110","Keke","Adulte","M309","F",1,"2","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,31564.1086582054,0,13339.2020776609,0,0,0,0,0,0,0,0,46458.2785981672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31564.1086582054,46458.2785981672
"111","Ngomo","Personne âgée","M310","F",1,"4","4","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46096.5748835738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25569.0034955092,46096.5748835738
"112","Ngomo","Adulte","M311","F",1,"2","0","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,0,0,0,0,0,52064.119141195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26068.9967613292,0,0,0,0,0,0,0,0,0,26068.9967613292,52064.119141195
"113","Ngomo","Adulte","M312","M",1,"6","10","Bangui",88179.8906789741,91874.0181963364,83510.5328226993,76528.8447892382,0,99688.8993501154,0,0,122353.405251305,0,0,0,0,38083.1812535356,0,5041.43210744455,0,0,0,0,22832.1102512414,52064.119141195,0,0,51849.5232117348,0,0,91263.8258713469,170259.947457264,0,0,0,46096.5748835738,0,0,0,0,130033.643748884,145915.782952147,0,0,0,0,0,0,160309.679299901,0,86054.034357731,86911.1477405199,0,0,0,0,0,0,NA,294224.696967563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87545.519209747,294224.696967563
"114","Ngomo","Adulte","M313","M",1,"0","1","Bangui",88179.8906789741,91874.0181963364,0,76528.8447892382,0,0,0,0,122353.405251305,0,0,86778.3910647977,0,38083.1812535356,0,5041.43210744455,0,148698.18202572,0,0,0,52064.119141195,0,0,51849.5232117348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160309.679299901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86778.3910647977,160309.679299901
"115","Ngomo","Adulte","M314","F",1,"1","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26068.9967613292,0,0,0,0,0,0,0,0,0,15555.2144343869,26068.9967613292
"116","Ngomo","Adolescent","M315","M",0,"","","Mboule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,0,0,0,0,22832.1102512414,52064.119141195,0,0,0,0,0,0,0,0,0,0,46096.5748835738,0,0,0,0,0,0,0,0,0,0,0,0,160309.679299901,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46096.5748835738,160309.679299901
"117","Ngomo","Adolescent","M316","M",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.43210744455,5041.43210744455
